run_id,area_size_m,n_drones,victim_x_m,victim_y_m,victim_dist_m,victim_depth_m,artva_noise_std,acc_sim_ms2,comm_radius_m,workspace_frac_r,workspace_frac_c,found,time_found_s,n_drones_stopped,n_drones_tracked,pos_variance_m2,pos_std_m,est_error_2d_m,est_error_3d_m,est_depth_m,est_error_depth_m,dcgd_err_final_mean_m,landing_err_mean_m,pf_std_xy_mean_m,note
1998,100,4,86.0,42.5,89.3,2.99,1e-06,0.1,120,0.45,0.55,True,116.10000000000001,3,4,0.00636649781875199,0.07979033662513269,0.767365247131105,1.1735487773951074,2.094,0.897,0.768,13.776,1.531,
1995,100,4,55.0,18.7,51.8,4.49,1e-06,0.1,80,0.60,0.58,True,103.2,3,4,0.08621212125167266,0.2936190069659535,1.8367912974410767,4.928640606158846,8.323,3.831,1.838,6.922,2.013,
1994,100,4,72.5,64.3,89.8,1.41,1e-06,0.1,80,0.60,0.45,True,135.6,3,3,0.03289425816571135,0.18136774290295216,1.2018012779572174,1.428438462402316,1.661,0.254,1.203,11.266,1.657,
1970,100,4,97.2,67.5,111.4,4.15,1e-06,0.05,50,0.60,0.58,True,266.2,3,4,7.347871933973817,2.7106958394430416,2.0514966770321252,2.295023143006544,5.175,1.029,2.311,48.547,1.963,
1996,100,4,74.1,80.0,102.0,1.51,1e-06,0.1,120,center,center,True,119.10000000000001,3,4,0.02224098458428417,0.1491341160978405,0.42282583339477053,0.5823486779750927,0.974,0.534,0.43,13.582,1.618,
2005,100,4,76.3,22.4,73.3,3.67,1e-05,0.05,25,0.60,0.58,True,95.4,3,4,3.3897622311530204,1.8411306936643634,2.805866637680286,5.162115884740141,-1.563,5.235,2.963,3.659,2.07,
2004,100,4,43.9,62.5,69.4,4.59,1e-05,0.05,25,0.60,0.45,True,95.60000000000001,3,4,10.767346403858708,3.2813634976726838,3.094393450280946,5.65715737514303,-2.153,6.745,4.23,7.822,2.479,
2006,100,4,28.3,66.6,65.8,3.42,1e-05,0.05,50,center,center,True,77.0,3,4,0.20596655374192932,0.45383538176516086,0.7089666103884479,1.58147087417272,4.952,1.532,0.769,0.398,2.237,
2008,100,4,41.4,53.4,60.6,2.89,1e-05,0.05,50,0.45,0.55,True,78.7,3,4,0.013094580721961568,0.11443155474763754,1.597640501540641,2.8523114143589368,5.716,2.83,1.599,2.405,1.944,
2007,100,4,16.1,65.9,61.9,3.91,1e-05,0.05,50,0.35,0.40,True,80.80000000000001,3,4,3.641387315093673,1.9082419435421896,2.6569938385426206,8.170555069734757,-5.203,9.113,3.07,5.588,1.812,
1991,100,4,6.1,93.5,88.5,4.94,1e-06,0.1,80,center,center,False,140.70000000000002,3,4,4.5553625378951885,2.1343295288907917,15.544611104452924,27.825622223276664,28.018,23.079,15.622,29.04,2.592,vittima non trovata entro 15 minuti
1999,100,4,92.2,28.7,90.3,4.07,1e-06,0.1,120,0.60,0.45,True,123.80000000000001,3,4,0.04280613253021788,0.20689642947672607,3.356437781611414,5.341278561353044,8.224,4.155,3.358,16.11,2.029,
2000,100,4,24.9,75.3,73.1,2.92,1e-06,0.1,120,0.60,0.58,True,105.9,3,4,0.7880839435581732,0.8877409214169263,2.702388991904576,3.354099044437024,0.032,2.884,2.712,2.485,2.176,
2010,100,4,50.1,83.8,90.8,4.28,1e-05,0.05,50,0.60,0.58,True,94.9,3,4,0.013981831058082251,0.11824479294278564,0.9859124220907431,1.9854427163552397,6.159,1.877,0.99,5.427,1.66,
1997,100,4,42.8,86.4,89.7,3.98,1e-06,0.1,120,0.35,0.40,True,135.6,3,4,0.0082933690722094,0.09106793657599474,4.5280099669839835,12.867496008543283,-10.36,14.339,4.528,16.732,2.193,
2019,100,4,25.1,47.3,46.8,1.01,1e-05,0.05,120,0.60,0.45,True,55.1,3,4,1.6393766347425236,1.2803814411114072,2.417959197772591,5.23933195669914,-5.321,6.332,2.432,2.035,2.387,
1845,100,4,74.6,41.8,78.7,3.94,1e-06,0.05,25,0.60,0.58,False,900.0,2,4,164.91991866331753,12.842115038548656,21.880532611508794,21.903534273313195,1.869,2.076,22.122,927.628,3.147,vittima non trovata entro 15 minuti
2012,100,4,90.4,70.1,107.3,2.75,1e-05,0.05,80,0.35,0.40,True,115.10000000000001,3,4,0.006110048252393473,0.07816679763424797,0.6775712012324642,1.5945096413220283,1.302,1.443,0.68,9.361,1.675,
2014,100,4,70.6,4.4,65.6,3.53,1e-05,0.05,80,0.60,0.45,True,106.4,3,1,0.7726072284358658,0.878980789571573,0.8679013590170259,2.684000857538212,0.575,2.958,1.038,5.987,1.63,
2015,100,4,81.9,98.9,121.4,3.99,1e-05,0.05,80,0.60,0.58,True,101.30000000000001,3,4,0.022166648851522096,0.1488846830655259,1.3828227990978388,2.1738533379071994,2.318,1.677,1.386,10.174,1.653,
2017,100,4,51.9,54.3,68.1,4.58,1e-05,0.05,120,0.35,0.40,True,88.60000000000001,3,4,0.018250985720508855,0.13509620912708414,0.7403472206592581,1.0977284666901954,5.594,1.016,0.748,3.954,1.715,
2011,100,4,79.2,10.2,74.3,4.75,1e-05,0.05,80,center,center,True,142.20000000000002,3,4,2.691485631774075,1.640574787010356,5.46539291447375,8.668256269475336,-5.773,10.527,5.583,10.856,2.16,
2016,100,4,80.1,93.3,116.0,4.0,1e-05,0.05,120,center,center,True,115.0,3,4,0.010321854624213853,0.10159652860316563,0.9816316013159192,2.5544319370925717,1.647,2.358,0.983,5.62,1.713,
2013,100,4,85.0,66.2,100.7,3.11,1e-05,0.05,80,0.45,0.55,True,120.30000000000001,3,4,0.010257122340671545,0.10127745228169766,0.8690349659060039,3.1263088272828483,6.394,3.282,0.871,6.245,1.624,
2021,100,4,88.7,62.6,101.6,4.05,1e-05,0.1,25,center,center,True,113.10000000000001,3,4,87.55335471281381,9.356994961675133,7.3662014129722895,8.237080181939543,3.606,0.445,7.916,12.987,4.2,
2026,100,4,24.0,59.8,58.0,1.97,1e-05,0.1,50,center,center,True,78.2,3,4,0.00304313239207127,0.05516459364548306,1.3081094992196538,2.5842546687080272,4.956,2.991,1.309,5.948,1.673,
2024,100,4,74.1,75.3,98.5,3.11,1e-05,0.1,25,0.60,0.45,True,114.10000000000001,3,3,0.07970674052508052,0.2823238220998726,2.396053188770383,2.6764175500373435,5.686,2.574,2.396,15.365,1.74,
2027,100,4,95.8,94.8,127.7,4.29,1e-05,0.1,50,0.35,0.40,True,109.9,3,3,0.2504694571048783,0.5004692369215897,2.607912602078303,3.7689572059289373,7.008,2.721,2.615,9.326,2.102,
2029,100,4,44.3,25.6,44.4,2.76,1e-05,0.1,50,0.60,0.45,True,71.7,3,3,2.7220965811103444,1.6498777473226143,2.96258335958529,7.34946220058036,-5.767,8.531,2.964,7.039,2.069,
2028,100,4,24.4,89.2,86.4,4.63,1e-05,0.1,50,0.45,0.55,True,88.60000000000001,3,4,0.01077702404087037,0.1038124464641421,0.6628018720966594,0.6853086914713398,4.644,0.017,0.665,6.069,1.772,
2020,100,4,96.8,54.5,104.3,2.14,1e-05,0.05,120,0.60,0.58,True,143.70000000000002,3,3,12.060993266812725,3.4728940765322407,2.109154131314623,3.466682642557506,-0.608,2.751,3.159,13.474,3.187,
2022,100,4,78.7,39.5,81.4,3.04,1e-05,0.1,25,0.35,0.40,True,116.2,3,4,4.388250217163247,2.094815079467218,0.6474241110687432,1.2519124738834397,4.117,1.078,1.782,5.435,1.871,
2031,100,4,77.8,30.4,77.1,3.24,1e-05,0.1,80,center,center,True,86.4,3,4,0.009724252195712253,0.09861162302544388,5.404882199678378,10.21783991149496,-9.19,12.429,5.405,3.474,1.653,
2018,100,4,85.2,90.4,117.2,3.28,1e-05,0.05,120,0.45,0.55,True,132.70000000000002,3,4,0.23135016702192412,0.4809887389762094,0.8395857707169376,2.2450061086236377,5.358,2.082,0.868,9.008,1.948,
2034,100,4,39.9,41.2,50.2,1.6,1e-05,0.1,80,0.60,0.45,True,67.7,3,3,5.4409386406448075,2.332581968687233,5.376521925591971,6.102875746741666,-4.385,5.982,5.534,6.358,2.858,
2036,100,4,23.6,37.3,37.2,4.15,1e-05,0.1,120,center,center,True,61.900000000000006,3,4,0.021054997078301326,0.14510340133264046,1.689576917410384,2.17547036107987,6.713,2.568,1.692,6.339,1.861,
2033,100,4,88.0,94.7,122.2,4.17,1e-05,0.1,80,0.45,0.55,True,94.10000000000001,3,4,0.04416305073743765,0.2101500671839951,2.7724402123321457,3.1288764152599375,5.625,1.45,2.773,8.993,2.384,
2038,100,4,26.3,46.4,46.6,3.71,1e-05,0.1,120,0.45,0.55,True,71.8,3,4,0.004629272975760825,0.06803876083351919,1.2533299968545637,1.957430357431281,5.54,1.828,1.253,3.931,1.793,
2047,100,4,17.1,19.8,19.1,4.79,1e-07,0.05,50,0.35,0.40,True,33.5,3,4,0.08730319718595157,0.2954711444218396,0.5896907149099231,1.3372021769466693,5.812,1.019,0.598,0.564,2.081,
2032,100,4,11.1,87.3,82.5,1.31,1e-05,0.1,80,0.35,0.40,True,101.0,3,4,0.0028449085403965953,0.05333768405542741,0.9540841191593089,4.925896420686743,-4.052,5.358,0.954,8.7,1.659,
2037,100,4,39.9,83.1,85.5,2.21,1e-05,0.1,120,0.35,0.40,True,87.60000000000001,3,4,0.2721116457438847,0.521643216905851,0.3026479651487871,3.24704199062213,-1.139,3.351,0.495,6.785,1.81,
1854,100,4,11.8,90.1,85.3,2.25,1e-06,0.05,80,0.60,0.45,False,900.0,0,4,3.1934874444212147,1.7870331402694284,0.23241096662926974,6.299042664550896,30.495,28.247,1.563,96.617,6.314,vittima non trovata entro 15 minuti
2039,100,4,11.8,66.5,61.9,3.9,1e-05,0.1,120,0.60,0.45,True,81.0,3,4,0.01318528283451661,0.11482718682662486,3.2822611838416798,11.40807656451493,-8.297,12.192,3.283,1.886,1.789,
2055,100,4,12.0,19.8,16.4,1.53,1e-07,0.05,80,0.60,0.58,True,20.5,3,4,0.048819732317350525,0.22095187783169104,1.1734574502087576,2.0843931340949453,3.194,1.666,1.19,1.172,1.974,
2041,100,4,13.9,39.9,36.0,4.05,1e-07,0.05,25,center,center,True,82.80000000000001,3,4,0.157707769038544,0.3971243747726196,2.048059144879687,2.113707115916009,3.331,0.719,2.068,6.912,2.584,
2046,100,4,46.6,24.4,45.8,2.82,1e-07,0.05,50,center,center,True,75.4,3,4,0.2324140911414784,0.48209344648260716,1.8050795999820206,1.8405539112031515,3.341,0.524,1.812,0.824,2.132,
1895,100,4,99.4,52.0,105.5,1.09,1e-05,0.05,80,0.60,0.58,False,900.0,2,3,5057.758158168743,71.11791727946441,70.78281468673445,70.83310098376579,-1.581,2.669,71.976,325.42,2.978,vittima non trovata entro 15 minuti
2062,100,4,7.3,5.3,2.3,1.06,1e-07,0.1,25,0.35,0.40,True,0.30000000000000004,3,2,0.11458433454813657,0.3385030790822095,2.0709846553013085,2.113457537150294,2.207,1.146,2.072,2.099,2.232,
2042,100,4,51.3,45.3,61.4,1.61,1e-07,0.05,25,0.35,0.40,True,109.4,3,4,0.5326278627386791,0.7298135808127163,0.6721711505578731,3.238585864604639,-1.493,3.103,0.962,6.492,1.97,
2052,100,4,51.1,56.7,69.3,2.08,1e-07,0.05,80,0.35,0.40,True,103.10000000000001,3,4,0.020629482487156153,0.14362967133275822,1.3450296931320873,1.777861149808087,3.724,1.64,1.346,5.36,1.728,
2050,100,4,4.0,51.5,46.5,4.7,1e-07,0.05,50,0.60,0.58,True,91.2,3,4,0.008672826395102334,0.09312801079751641,0.6901212752369328,3.9378141418155677,1.056,3.646,0.695,3.11,1.719,
2049,100,4,49.9,53.8,66.3,2.68,1e-07,0.05,50,0.60,0.45,True,96.7,3,4,0.012369365521307414,0.11121764932467965,0.5621632047871462,1.0274946119409187,3.694,1.013,0.569,4.768,1.589,
2053,100,4,33.5,45.8,49.7,3.25,1e-07,0.05,80,0.45,0.55,True,103.80000000000001,3,4,0.03071571096751736,0.17525898255871897,1.5110729381225994,2.1236097445248596,1.205,2.041,1.513,5.133,1.784,
2048,100,4,9.8,80.5,75.7,3.57,1e-07,0.05,50,0.45,0.55,True,114.9,3,4,0.9418055200436957,0.9704666506602355,2.5334953322747347,3.4352336027718073,6.345,2.779,2.535,3.988,2.336,
2065,100,4,20.3,11.6,16.7,3.8,1e-07,0.1,25,0.60,0.58,True,19.8,3,4,0.005954360322920733,0.07716450170201797,2.2567038546167097,3.6793496398473335,7.023,3.222,2.257,1.942,1.658,
2056,100,4,19.1,44.0,41.4,4.63,1e-07,0.05,120,center,center,True,94.60000000000001,3,4,0.0608106031606643,0.24659805992883296,0.9781742998274024,1.0321065181982185,4.275,0.357,0.987,3.913,2.266,
2045,100,4,89.2,88.3,118.4,3.83,1e-07,0.05,25,0.60,0.58,True,148.70000000000002,3,4,0.0336298709931437,0.18338448951081904,0.5025424727268819,1.4786753720274217,5.226,1.395,0.515,2.843,1.778,
2060,100,4,46.7,13.7,42.6,4.48,1e-07,0.05,120,0.60,0.58,True,73.8,3,4,0.05196387602416185,0.2279558642021781,4.291102561900306,4.2985609632869055,4.715,0.237,4.292,5.446,2.241,
2059,100,4,58.4,1.1,53.5,2.35,1e-07,0.05,120,0.60,0.45,True,86.80000000000001,3,3,0.0855769542705308,0.2925353897745208,4.286434659457268,8.94157936516725,10.668,8.315,4.291,5.312,3.375,
2051,100,4,60.7,77.3,91.3,1.02,1e-07,0.05,80,center,center,True,124.7,3,4,1.3705124360171843,1.170688872423918,4.070664984015859,8.974547973732015,-9.346,10.37,4.222,6.083,2.335,
2043,100,4,71.7,22.0,68.8,2.08,1e-07,0.05,25,0.45,0.55,True,184.70000000000002,3,4,7.8774792045135635,2.8066847355044287,0.6148864163089542,3.1016943217000263,4.965,2.885,2.543,47.507,3.521,
2057,100,4,71.4,75.1,96.5,2.12,1e-07,0.05,120,0.35,0.40,True,132.3,3,4,0.006366541848794628,0.07979061253552719,1.95887088169043,8.664059749281186,-7.069,9.186,1.96,9.102,1.813,
2058,100,4,1.6,82.5,77.6,3.73,1e-07,0.05,120,0.45,0.55,True,118.7,3,4,0.004965832461425017,0.07046866297458053,1.0973979820934727,1.885397511749973,5.334,1.608,1.099,3.202,1.791,
2067,100,4,52.6,11.1,48.0,2.99,1e-07,0.1,50,0.35,0.40,True,73.8,3,4,0.0413777482347291,0.20341521141431165,3.8187821286275985,3.818916430102291,4.293,1.305,3.823,3.424,2.333,
2063,100,4,83.6,94.0,118.7,3.59,1e-07,0.1,25,0.45,0.55,True,121.4,3,4,0.017229903853066175,0.13126272834687755,1.0908867213878384,1.2241306830729062,4.147,0.555,1.095,10.67,1.786,
2054,100,4,98.1,24.8,95.2,2.88,1e-07,0.05,80,0.60,0.45,True,182.0,3,4,0.00488539356079332,0.06989559042452764,1.185499635885461,2.233676829555166,4.771,1.893,1.187,20.945,1.668,
2073,100,4,46.0,2.9,41.1,3.45,1e-07,0.1,80,0.45,0.55,True,69.9,3,4,0.4021613523468331,0.6341619291212877,4.037087466459338,9.897873329538957,11.085,7.631,4.066,6.312,3.262,
2068,100,4,29.1,57.0,57.3,1.99,1e-07,0.1,50,0.45,0.55,True,106.0,3,4,0.019102632528096044,0.13821227343508985,0.5213791310341006,0.7421797693274769,1.446,0.539,0.53,10.801,1.676,
2066,100,4,24.2,68.6,66.4,4.47,1e-07,0.1,50,center,center,True,112.9,3,4,0.1915508354556521,0.4376652093274631,3.0045741939409876,3.137306689989018,7.008,2.535,3.007,10.078,2.648,
2074,100,4,33.9,50.9,54.2,3.8,1e-07,0.1,80,0.60,0.45,True,89.10000000000001,3,4,0.00894559080731683,0.09458113346390404,1.0236390330202862,3.7191216640752396,0.348,3.45,1.027,5.715,1.69,
1924,100,4,43.4,92.8,95.8,1.66,1e-07,0.05,25,0.60,0.45,False,900.0,0,4,52.08734275937906,7.217156140709377,4.490363482527021,4.525362478789966,1.102,0.562,7.599,303.384,3.853,vittima non trovata entro 15 minuti
2072,100,4,95.5,57.9,104.8,2.64,1e-07,0.1,80,0.35,0.40,True,127.7,3,4,0.28768009549185,0.5363581783583149,1.2222595282585536,2.221752213273875,4.497,1.855,1.256,22.581,1.905,
1928,100,4,90.5,35.2,90.7,2.08,1e-07,0.05,50,0.45,0.55,False,900.0,2,4,17.84882898564346,4.224787448575781,2.2651291274699723,3.28495468680936,21.83,19.747,3.835,246.139,3.619,vittima non trovata entro 15 minuti
2076,100,4,28.0,50.4,50.8,1.35,1e-07,0.1,120,center,center,True,93.30000000000001,3,4,0.08772310187790182,0.29618086008029254,1.2899233676338024,1.2982406147753662,0.408,0.94,1.296,5.868,2.18,
2071,100,4,80.9,53.3,90.0,4.5,1e-07,0.1,80,center,center,True,134.5,3,4,0.010666713846481221,0.10327978430690694,0.7873591331029242,0.8464154024999935,5.335,0.84,0.791,11.333,1.64,
2075,100,4,60.9,47.8,70.4,4.45,1e-07,0.1,80,0.60,0.58,True,112.30000000000001,3,4,0.2141141385134623,0.462724689759972,1.283882294935055,3.766284469730387,0.059,4.394,1.325,9.356,2.001,
2082,100,4,37.2,1.1,32.4,3.88,1e-06,0.05,25,0.35,0.40,True,57.2,3,4,0.33500647075350537,0.5787974349921614,1.8932452334575867,3.265066695571629,7.047,3.171,1.948,2.273,3.014,
1942,100,4,81.8,43.3,85.9,2.46,1e-07,0.1,25,0.35,0.40,False,900.0,2,2,0.45959109925983643,0.6779314856678633,0.8719335752222314,1.0552740010480721,3.343,0.883,0.951,136.106,3.222,vittima non trovata entro 15 minuti
2064,100,4,78.6,86.7,110.0,4.0,1e-07,0.1,25,0.60,0.45,True,197.70000000000002,3,4,20.271583298245822,4.502397505579202,7.1882824600754285,16.309912486420792,18.449,14.446,8.215,20.551,2.359,
2078,100,4,80.9,75.1,103.3,4.93,1e-07,0.1,120,0.45,0.55,True,118.10000000000001,3,4,0.01615362237200594,0.12709690150434802,0.3919457233426211,0.7425142062507063,5.356,0.43,0.405,13.333,1.85,
2079,100,4,12.2,62.0,57.4,1.51,1e-07,0.1,120,0.60,0.45,True,98.5,3,4,0.105671174777125,0.32507103035663604,1.3452773488203233,5.562834237853219,-4.393,5.903,1.347,6.545,1.928,
2096,100,4,12.2,9.0,8.3,4.35,1e-06,0.05,120,center,center,True,0.30000000000000004,3,2,0.1383692449290263,0.37198016738668516,7.25541983295542,9.796056828208503,7.126,2.772,7.265,7.302,3.511,
2080,100,4,81.4,19.4,77.7,1.14,1e-07,0.1,120,0.60,0.58,True,117.80000000000001,3,4,0.09226656819137684,0.30375412456685563,1.525958710175417,2.6255172986282433,-1.358,2.498,1.543,10.568,1.783,
2083,100,4,36.6,72.9,74.8,2.14,1e-06,0.05,25,0.45,0.55,True,105.10000000000001,3,4,0.015011946924634926,0.12252325054713055,0.996997148053045,1.5608965706405835,0.684,1.459,1.0,2.463,1.826,
1943,100,4,15.1,90.1,85.7,1.18,1e-07,0.1,25,0.45,0.55,False,900.0,0,4,3.31892661385538,1.8217921434278335,4.117242007138075,4.120809725875999,-13.602,14.785,4.232,266.595,3.258,vittima non trovata entro 15 minuti
2077,100,4,5.4,69.5,64.5,2.09,1e-07,0.1,120,0.35,0.40,True,130.4,3,4,0.031972075562185856,0.17880736998844834,0.77772554300405,5.966703916444263,-4.261,6.355,0.784,9.634,1.852,
2070,100,4,98.9,64.2,111.0,3.3,1e-07,0.1,50,0.60,0.58,True,222.9,3,4,1.472963574237253,1.213657107356626,2.7239032118042674,2.7239037772437986,3.303,0.002,2.763,28.703,2.464,
2081,100,4,47.8,98.9,103.2,4.72,1e-06,0.05,25,center,center,True,137.8,3,4,0.005480665734152769,0.07403151851848487,1.0905150602091827,1.0949105589573374,4.618,0.098,1.091,3.349,1.758,
2085,100,4,76.6,8.2,71.7,1.92,1e-06,0.05,25,0.60,0.58,True,109.9,3,4,8.73393080636154,2.9553224538722573,0.7478080701327082,8.928239764825678,10.79,8.874,2.186,17.495,2.531,
1954,100,4,88.0,96.8,123.7,2.54,1e-07,0.1,80,0.60,0.45,False,900.0,2,3,39.89179910656548,6.315995496084958,3.362735910847567,8.546038677449804,10.392,7.857,6.956,450.174,7.197,vittima non trovata entro 15 minuti
2095,100,4,13.5,36.2,32.3,1.63,1e-06,0.05,80,0.60,0.58,True,54.1,3,4,0.14316244947881185,0.3783681401476766,0.8179860856716965,4.570487477126296,-3.097,4.725,0.839,0.753,1.894,
2106,100,4,12.3,7.6,7.7,3.13,1e-06,0.1,50,center,center,True,0.30000000000000004,3,2,0.17471962777046046,0.41799477002764096,7.7861349468228545,11.144982998470288,7.067,3.932,7.79,7.827,3.301,
2087,100,4,1.2,61.1,56.2,2.95,1e-06,0.05,50,0.35,0.40,True,96.10000000000001,3,4,2.3327462172911533,1.5273330407252876,2.8403041038711963,7.31400318599488,-5.364,8.31,2.976,7.294,2.028,
2091,100,4,1.1,56.8,51.9,1.36,1e-06,0.05,80,center,center,True,97.7,3,3,0.04041483403488075,0.201034410076685,4.610957710260312,5.534513830036982,6.346,4.982,4.611,4.089,2.294,
2089,100,4,72.2,78.3,99.4,3.68,1e-06,0.05,50,0.60,0.45,True,135.4,3,3,1.5749597356790173,1.254973998009129,4.990451191542947,9.42401486617689,-7.267,10.943,4.998,11.587,2.569,
2088,100,4,29.8,89.5,88.1,3.68,1e-06,0.05,50,0.45,0.55,True,118.9,3,4,0.012546163915749461,0.1120096599215865,0.37023464783117016,0.38109723457979305,3.491,0.185,0.38,6.365,1.694,
2097,100,4,66.7,64.9,86.0,3.92,1e-06,0.05,120,0.35,0.40,True,110.30000000000001,3,4,2.9501262491175018,1.7175931558775792,3.209776636008191,4.572007386675789,7.318,3.397,3.349,4.194,2.731,
2092,100,4,41.5,92.2,94.5,4.3,1e-06,0.05,80,0.35,0.40,True,129.70000000000002,3,4,0.021709568352547885,0.14734167215200147,1.4699342394065287,1.4749576185348023,4.425,0.122,1.471,14.184,1.813,
2107,100,4,30.6,22.3,30.9,2.88,1e-06,0.1,50,0.35,0.40,True,60.6,3,4,0.04439623503678283,0.21070414100530352,0.86207651770801,1.6220926287149755,1.213,1.663,0.878,0.462,1.984,
2093,100,4,96.2,23.0,93.0,4.13,1e-06,0.05,80,0.45,0.55,True,167.3,3,4,4.9503128462013715,2.224929851973174,1.036720535415781,1.5845729986005466,2.931,1.198,2.114,9.702,2.232,
2086,100,4,7.8,90.7,85.7,1.17,1e-06,0.05,50,center,center,False,169.10000000000002,3,4,0.057019411440608354,0.2387873770545846,21.838469740314412,55.26495530949829,29.236,28.065,21.84,23.619,2.985,vittima non trovata entro 15 minuti
2101,100,4,2.5,66.2,61.2,2.07,1e-06,0.1,25,center,center,True,102.4,3,4,0.022432252015030064,0.1497740031348233,3.674515223266051,4.5371235340297,5.727,3.655,3.675,7.205,1.798,
2099,100,4,79.8,55.3,90.1,4.57,1e-06,0.05,120,0.60,0.45,True,134.4,3,4,1.7764697515312653,1.332842733232719,2.8156478616423684,9.392276551893325,-5.578,10.15,2.981,6.57,2.203,
2103,100,4,27.7,45.9,46.8,1.51,1e-06,0.1,25,0.45,0.55,True,93.9,3,4,0.40975896966370123,0.6401241830017839,0.565157484930839,0.6378643399453393,1.348,0.161,0.799,5.952,2.15,
2100,100,4,7.3,73.6,68.7,2.56,1e-06,0.05,120,0.60,0.58,True,112.0,3,4,1.0592637609075846,1.029205402680915,0.8198950341837387,6.425300295629601,-4.068,6.624,1.212,8.539,1.97,
2002,100,4,3.6,96.4,91.4,2.93,1e-05,0.05,25,0.35,0.40,False,900.0,2,3,377.15761097976247,19.420546104055944,18.26620220025832,18.27351992021264,31.846,28.917,20.063,353.288,3.598,vittima non trovata entro 15 minuti
2102,100,4,34.8,78.2,79.0,1.21,1e-06,0.1,25,0.35,0.40,True,106.9,3,4,0.05757061822897429,0.23993878016897202,0.4931299162333578,2.9167468767579314,-1.659,2.871,0.535,5.102,1.883,
2111,100,4,49.8,16.5,46.3,1.9,1e-06,0.1,80,center,center,True,74.5,3,4,2.29367375836999,1.5144879525337895,6.198881545254162,13.821384878852703,10.74,8.841,6.206,9.542,2.44,
2105,100,4,79.1,32.0,78.9,3.73,1e-06,0.1,25,0.60,0.58,True,124.9,3,4,0.014762704302196176,0.12150186954197938,1.02977654892608,1.6196540673162734,5.389,1.662,1.034,23.41,1.698,
2108,100,4,23.7,48.7,47.5,2.5,1e-06,0.1,50,0.45,0.55,True,93.80000000000001,3,4,0.027342499360632933,0.1653556753203014,2.8902929658999543,4.324532651489313,6.208,3.71,2.892,5.591,2.047,
2109,100,4,44.5,66.8,73.4,3.37,1e-06,0.1,50,0.60,0.45,True,93.60000000000001,3,4,0.02636199877531161,0.16236378529497153,0.9140325722154592,2.248707811889806,5.932,2.564,0.92,6.793,1.583,
2112,100,4,67.1,8.8,62.2,1.85,1e-06,0.1,80,0.35,0.40,True,91.30000000000001,3,4,0.2510823973973012,0.5010812283425724,4.458106713241203,7.542747086949473,8.785,6.94,4.458,9.152,2.551,
2098,100,4,73.3,57.3,86.0,1.09,1e-06,0.05,120,0.45,0.55,True,206.10000000000002,3,4,7.6540489974242805,2.7665951994146667,2.557395418633487,3.8939548838334903,-2.091,3.18,3.405,3.062,2.084,
2123,100,4,3.3,36.5,31.5,1.7,1e-05,0.05,25,0.45,0.55,True,53.5,3,2,0.013427859089695057,0.11587863948845385,0.90262756526895,1.86707200641964,3.59,1.892,0.905,1.634,1.716,
2114,100,4,38.6,74.9,77.6,4.66,1e-06,0.1,80,0.60,0.45,True,92.30000000000001,3,4,0.15660820652331864,0.3957375475278011,0.3933562945753388,5.262880599049956,-0.86,5.518,0.47,6.246,1.763,
2116,100,4,9.2,47.6,42.8,1.82,1e-06,0.1,120,center,center,True,90.60000000000001,3,4,0.037615241064098026,0.19394649020824797,3.606165216291666,4.371480274436012,6.109,4.286,3.606,7.823,2.267,
2113,100,4,28.7,47.8,48.9,2.27,1e-06,0.1,80,0.45,0.55,True,92.9,3,4,0.16110192224670644,0.4013750393917221,0.4859572034408479,0.8066485956246695,3.053,0.78,0.591,6.555,1.904,
1993,100,4,99.3,22.4,95.9,3.05,1e-06,0.1,80,0.45,0.55,False,900.0,2,4,102.8435484079095,10.141180819209836,9.117762636369362,21.278866683534584,-16.178,19.226,11.045,495.839,2.63,vittima non trovata entro 15 minuti
2121,100,4,20.0,76.7,73.2,1.79,1e-05,0.05,25,center,center,True,97.5,3,4,0.013659334612243714,0.11687315608061466,2.031732459920727,3.168124854790608,5.577,3.783,2.034,5.96,1.802,
2130,100,4,8.9,24.4,19.7,4.33,1e-05,0.05,50,0.60,0.58,True,11.8,3,2,3.683457740677873,1.9192336336876428,2.303555883771568,3.670510825308802,6.749,2.414,2.406,2.467,2.335,
2118,100,4,4.2,86.6,81.6,3.17,1e-06,0.1,120,0.45,0.55,True,113.10000000000001,3,4,0.018773067613190544,0.1370148444993846,0.9207970974070069,0.9815599681905535,2.822,0.348,0.93,14.689,1.756,
1962,100,4,97.5,12.3,92.8,3.93,1e-06,0.05,25,0.35,0.40,False,900.0,0,4,495.7896629102946,22.266334743515706,34.03741269175664,34.10056125883705,-5.577,9.505,36.328,345.2,3.252,vittima non trovata entro 15 minuti
2128,100,4,20.5,24.6,25.0,3.3,1e-05,0.05,50,0.45,0.55,True,37.1,3,3,0.016055589771831046,0.12671065374241838,3.774472100588045,4.873417317996692,7.578,4.277,3.775,4.09,2.593,
2119,100,4,61.2,75.6,90.2,2.34,1e-06,0.1,120,0.60,0.45,True,109.0,3,4,0.02630440145661047,0.16218631710662423,0.2999803514802201,3.4555308597045933,-1.288,3.63,0.318,11.428,1.657,
2110,100,4,91.3,96.1,125.5,3.65,1e-06,0.1,50,0.60,0.58,True,160.60000000000002,3,4,1.3091339229458843,1.1441739041535095,0.6418972662523489,2.9946970262252157,0.721,2.925,1.193,22.201,1.656,
