run_id,area_size_m,n_drones,victim_x_m,victim_y_m,victim_depth_m,artva_noise_std,noise_detect_factor,comm_radius_m,workspace_frac_r,workspace_frac_c,found,time_found_s,n_drones_stopped,pos_variance_m2,pos_std_m,est_error_2d_m,note
2293,200,3,83.4,31.6,3.0,1e-08,50.0,80,0.45,0.55,True,512.9,3,0.0,0.0,64.43642973326249,
2295,200,3,83.4,31.6,3.0,1e-08,50.0,80,0.60,0.58,True,499.3,3,0.0,0.0,64.43642973326249,
2251,200,3,83.4,31.6,1.0,1e-06,50.0,80,center,center,False,900.0,2,nan,nan,5.253517689945221,vittima non trovata entro 15 minuti
2262,200,3,83.4,31.6,1.0,1e-06,100.0,25,0.35,0.45,False,900.0,1,nan,nan,4.224956338016917,vittima non trovata entro 15 minuti
2254,200,3,83.4,31.6,1.0,1e-06,50.0,80,0.60,0.45,False,900.0,2,nan,nan,8.064985183416479,vittima non trovata entro 15 minuti
2244,200,3,83.4,31.6,1.0,1e-06,50.0,25,0.60,0.45,False,900.0,2,190.23708262710383,13.792645961783542,12.537005712667323,vittima non trovata entro 15 minuti
2255,200,3,83.4,31.6,1.0,1e-06,50.0,80,0.60,0.58,False,900.0,2,nan,nan,5.0300957963303174,vittima non trovata entro 15 minuti
2289,200,3,83.4,31.6,3.0,1e-08,50.0,50,0.60,0.45,True,648.1,3,0.0,0.0,64.43642973326249,
2292,200,3,83.4,31.6,3.0,1e-08,50.0,80,0.35,0.45,True,593.2,3,0.0,0.0,64.43642973326249,
2294,200,3,83.4,31.6,3.0,1e-08,50.0,80,0.60,0.45,True,588.7,3,0.0,0.0,64.43642973326249,
2263,200,3,83.4,31.6,1.0,1e-06,100.0,25,0.45,0.55,False,900.0,2,8.719219929272645,2.9528325264519566,8.164444171875914,vittima non trovata entro 15 minuti
2265,200,3,83.4,31.6,1.0,1e-06,100.0,25,0.60,0.58,False,900.0,1,nan,nan,4.855504794713498,vittima non trovata entro 15 minuti
2264,200,3,83.4,31.6,1.0,1e-06,100.0,25,0.60,0.45,False,900.0,2,179.65929933657986,13.403704687010224,11.873652318046995,vittima non trovata entro 15 minuti
2281,200,3,83.4,31.6,3.0,1e-08,50.0,25,center,center,True,715.9000000000001,3,0.0,0.0,64.43642973326249,
2266,200,3,83.4,31.6,1.0,1e-06,100.0,50,center,center,False,900.0,2,629.5923440223039,25.091678780470307,27.675447625079563,vittima non trovata entro 15 minuti
2269,200,3,83.4,31.6,1.0,1e-06,100.0,50,0.60,0.45,False,900.0,2,nan,nan,8.616726548630771,vittima non trovata entro 15 minuti
2268,200,3,83.4,31.6,1.0,1e-06,100.0,50,0.45,0.55,False,900.0,2,28.967957868834574,5.3821889477084115,11.74458838665251,vittima non trovata entro 15 minuti
2310,200,3,83.4,31.6,3.0,1e-08,100.0,50,0.60,0.58,True,145.3,3,0.0,0.0,64.43642973326249,
2311,200,3,83.4,31.6,3.0,1e-08,100.0,80,center,center,True,155.10000000000002,3,0.0,0.0,64.43642973326249,
2320,200,3,83.4,31.6,3.0,1e-08,100.0,120,0.60,0.58,True,148.3,3,0.0,0.0,64.43642973326249,
2318,200,3,83.4,31.6,3.0,1e-08,100.0,120,0.45,0.55,True,149.6,3,0.0,0.0,64.43642973326249,
2326,200,3,83.4,31.6,3.0,1e-07,50.0,50,center,center,True,163.10000000000002,3,138.28782704195385,11.759584475735265,19.810661193210706,
2327,200,3,83.4,31.6,3.0,1e-07,50.0,50,0.35,0.45,True,161.0,3,7.507908531758595e-09,8.664818827741636e-05,14.597717777515506,
2322,200,3,83.4,31.6,3.0,1e-07,50.0,25,0.35,0.45,True,180.20000000000002,3,458.6131386646417,21.415254812040917,22.304768449314754,
2299,200,3,83.4,31.6,3.0,1e-08,50.0,120,0.60,0.45,True,416.40000000000003,3,0.0,0.0,64.43642973326249,
2282,200,3,83.4,31.6,3.0,1e-08,50.0,25,0.35,0.45,False,900.0,2,0.0,0.0,64.43642973326249,vittima non trovata entro 15 minuti
2283,200,3,83.4,31.6,3.0,1e-08,50.0,25,0.45,0.55,False,900.0,2,0.0,0.0,64.43642973326249,vittima non trovata entro 15 minuti
2325,200,3,83.4,31.6,3.0,1e-07,50.0,25,0.60,0.58,True,184.20000000000002,3,428.6897512048288,20.704824346147657,20.67890745159566,
2324,200,3,83.4,31.6,3.0,1e-07,50.0,25,0.60,0.45,True,198.9,3,157.0630235327055,12.532478746549124,13.376823876519545,
2321,200,3,83.4,31.6,3.0,1e-07,50.0,25,center,center,True,228.9,3,10.708264522227422,3.2723484720040776,15.417432140500708,
2328,200,3,83.4,31.6,3.0,1e-07,50.0,50,0.45,0.55,True,180.60000000000002,3,305.3954960823126,17.475568548184995,20.88559198549529,
2329,200,3,83.4,31.6,3.0,1e-07,50.0,50,0.60,0.45,True,184.8,3,236.88733785063778,15.391144786877868,21.98706313810026,
2331,200,3,83.4,31.6,3.0,1e-07,50.0,80,center,center,True,154.3,3,0.003203365045084104,0.056598277757226007,12.026811442854676,
2332,200,3,83.4,31.6,3.0,1e-07,50.0,80,0.35,0.45,True,139.4,3,0.005624936790947253,0.07499957860513119,18.98623741877056,
2330,200,3,83.4,31.6,3.0,1e-07,50.0,50,0.60,0.58,True,171.3,3,980.1408818127088,31.307201756348473,23.228840308741326,
2333,200,3,83.4,31.6,3.0,1e-07,50.0,80,0.45,0.55,True,150.0,3,1.9391479836654797e-08,0.00013925329380899684,16.0402496346972,
2316,200,3,83.4,31.6,3.0,1e-08,100.0,120,center,center,True,328.1,3,0.0,0.0,64.43642973326249,
2305,200,3,83.4,31.6,3.0,1e-08,100.0,25,0.60,0.58,True,354.0,3,0.0,0.0,64.43642973326249,
2335,200,3,83.4,31.6,3.0,1e-07,50.0,80,0.60,0.58,True,122.4,3,0.00013362485488905727,0.01155962174506836,14.123792894564469,
2338,200,3,83.4,31.6,3.0,1e-07,50.0,120,0.45,0.55,True,121.60000000000001,3,5.821528640322051e-06,0.0024127844164620366,14.043347761280026,
2339,200,3,83.4,31.6,3.0,1e-07,50.0,120,0.60,0.45,True,121.10000000000001,3,2.254301300807363e-08,0.000150143308236077,10.657780867741078,
2323,200,3,83.4,31.6,3.0,1e-07,50.0,25,0.45,0.55,True,309.6,3,492.66131941253593,22.19597529761952,22.321709873263472,
2336,200,3,83.4,31.6,3.0,1e-07,50.0,120,center,center,True,141.9,3,2.8859279537318695e-09,5.372083351672672e-05,16.80686591237562,
2337,200,3,83.4,31.6,3.0,1e-07,50.0,120,0.35,0.45,True,144.6,3,0.00359999840218648,0.059999986684885855,15.596874267630165,
2334,200,3,83.4,31.6,3.0,1e-07,50.0,80,0.60,0.45,True,164.3,3,1.123302832220863e-07,0.00033515710229993083,17.362123396776088,
2340,200,3,83.4,31.6,3.0,1e-07,50.0,120,0.60,0.58,True,143.4,3,1.778777775725701e-08,0.0001333708279844472,17.76729930685787,
2317,200,3,83.4,31.6,3.0,1e-08,100.0,120,0.35,0.45,True,397.0,3,0.0,0.0,64.43642973326249,
2319,200,3,83.4,31.6,3.0,1e-08,100.0,120,0.60,0.45,True,416.40000000000003,3,0.0,0.0,64.43642973326249,
2347,200,3,83.4,31.6,3.0,1e-07,100.0,50,0.35,0.45,True,144.8,3,0.0009734877048740577,0.031200764491820673,9.881654675287441,
2346,200,3,83.4,31.6,3.0,1e-07,100.0,50,center,center,True,145.6,3,550.1584948213043,23.455457676653943,19.994821888956817,
2352,200,3,83.4,31.6,3.0,1e-07,100.0,80,0.35,0.45,True,117.5,3,9.393530757393244e-06,0.003064886744627482,8.240356078567602,
2342,200,3,83.4,31.6,3.0,1e-07,100.0,25,0.35,0.45,True,210.20000000000002,3,17.99448164757765,4.241990293197009,6.466613795556126,
2306,200,3,83.4,31.6,3.0,1e-08,100.0,50,center,center,True,486.6,3,0.0,0.0,64.43642973326249,
2351,200,3,83.4,31.6,3.0,1e-07,100.0,80,center,center,True,139.3,3,2.7499470465924604e-09,5.243993751514642e-05,9.560453475551164,
2355,200,3,83.4,31.6,3.0,1e-07,100.0,80,0.60,0.58,True,121.9,3,5.75738814750432e-06,0.002399455802365261,12.597636593777727,
2308,200,3,83.4,31.6,3.0,1e-08,100.0,50,0.45,0.55,True,480.40000000000003,3,0.0,0.0,64.43642973326249,
2356,200,3,83.4,31.6,3.0,1e-07,100.0,120,center,center,True,117.2,3,0.003328944804781097,0.05769700862940034,11.003969687782103,
2354,200,3,83.4,31.6,3.0,1e-07,100.0,80,0.60,0.45,True,130.20000000000002,3,8.168237965159956e-08,0.0002858012939991692,7.529693523125387,
2357,200,3,83.4,31.6,3.0,1e-07,100.0,120,0.35,0.45,True,116.9,3,0.0036484996087277712,0.060402811265103974,9.42619489126212,
2353,200,3,83.4,31.6,3.0,1e-07,100.0,80,0.45,0.55,True,142.6,3,0.0035986798822034535,0.059988998009663855,12.01163209419031,
2315,200,3,83.4,31.6,3.0,1e-08,100.0,80,0.60,0.58,True,499.3,3,0.0,0.0,64.43642973326249,
2349,200,3,83.4,31.6,3.0,1e-07,100.0,50,0.60,0.45,True,188.4,3,0.4674752010794063,0.6837215815515891,23.475277768343823,
2359,200,3,83.4,31.6,3.0,1e-07,100.0,120,0.60,0.45,True,118.2,3,5.76040721897765e-08,0.00024000848357876123,5.552817458316415,
2313,200,3,83.4,31.6,3.0,1e-08,100.0,80,0.45,0.55,True,512.9,3,0.0,0.0,64.43642973326249,
2345,200,3,83.4,31.6,3.0,1e-07,100.0,25,0.60,0.58,True,212.9,3,27.176342842392742,5.2130934043418735,6.019161679456797,
2358,200,3,83.4,31.6,3.0,1e-07,100.0,120,0.45,0.55,True,146.0,3,5.491759225979998e-08,0.0002343450282378527,11.244999053211867,
2360,200,3,83.4,31.6,3.0,1e-07,100.0,120,0.60,0.58,True,122.7,3,4.313579206992388e-07,0.0006567784411041815,12.019727476094964,
2304,200,3,83.4,31.6,3.0,1e-08,100.0,25,0.60,0.45,True,649.2,3,0.0,0.0,64.43642973326249,
2350,200,3,83.4,31.6,3.0,1e-07,100.0,50,0.60,0.58,True,209.60000000000002,3,284.81119441295067,16.8763501508161,20.571940994234758,
2314,200,3,83.4,31.6,3.0,1e-08,100.0,80,0.60,0.45,True,588.7,3,0.0,0.0,64.43642973326249,
2344,200,3,83.4,31.6,3.0,1e-07,100.0,25,0.60,0.45,True,307.20000000000005,3,372.1409806361618,19.29095592852158,22.86479065410283,
2341,200,3,83.4,31.6,3.0,1e-07,100.0,25,center,center,True,321.0,3,200.81486804325442,14.170916273948357,19.155279390783814,
2312,200,3,83.4,31.6,3.0,1e-08,100.0,80,0.35,0.45,True,593.2,3,0.0,0.0,64.43642973326249,
2301,200,3,83.4,31.6,3.0,1e-08,100.0,25,center,center,True,715.9000000000001,3,0.0,0.0,64.43642973326249,
2372,200,3,83.4,31.6,3.0,1e-06,50.0,80,0.35,0.45,True,124.5,3,nan,nan,5.0258491036956645,
2309,200,3,83.4,31.6,3.0,1e-08,100.0,50,0.60,0.45,True,648.1,3,0.0,0.0,64.43642973326249,
2373,200,3,83.4,31.6,3.0,1e-06,50.0,80,0.45,0.55,True,121.2,3,nan,nan,4.931742760845088,
2307,200,3,83.4,31.6,3.0,1e-08,100.0,50,0.35,0.45,True,651.9000000000001,3,0.0,0.0,64.43642973326249,
2377,200,3,83.4,31.6,3.0,1e-06,50.0,120,0.35,0.45,True,118.4,3,nan,nan,4.408600015003586,
2378,200,3,83.4,31.6,3.0,1e-06,50.0,120,0.45,0.55,True,122.5,3,nan,nan,4.69421129745159,
2376,200,3,83.4,31.6,3.0,1e-06,50.0,120,center,center,True,127.30000000000001,3,nan,nan,4.987254051670841,
2379,200,3,83.4,31.6,3.0,1e-06,50.0,120,0.60,0.45,True,121.9,3,nan,nan,8.339678636611383,
2380,200,3,83.4,31.6,3.0,1e-06,50.0,120,0.60,0.58,True,124.10000000000001,3,nan,nan,4.659378406625938,
2362,200,3,83.4,31.6,3.0,1e-06,50.0,25,0.35,0.45,True,297.6,3,152.32132794177608,12.3418526948662,15.222187886548047,
2392,200,3,83.4,31.6,3.0,1e-06,100.0,80,0.35,0.45,True,123.9,3,nan,nan,6.157211335504598,
2363,200,3,83.4,31.6,3.0,1e-06,50.0,25,0.45,0.55,True,284.40000000000003,3,206.6818860699636,14.376435096016106,11.248466874268871,
2393,200,3,83.4,31.6,3.0,1e-06,100.0,80,0.45,0.55,True,129.3,3,nan,nan,6.083556703905008,
2302,200,3,83.4,31.6,3.0,1e-08,100.0,25,0.35,0.45,False,900.0,2,0.0,0.0,64.43642973326249,vittima non trovata entro 15 minuti
2395,200,3,83.4,31.6,3.0,1e-06,100.0,80,0.60,0.58,True,121.30000000000001,3,nan,nan,6.73401739725504,
2361,200,3,83.4,31.6,3.0,1e-06,50.0,25,center,center,True,342.3,3,145.53992577820233,12.063992945049426,7.736999955958583,
2391,200,3,83.4,31.6,3.0,1e-06,100.0,80,center,center,True,171.20000000000002,3,109.93741850077652,10.485104601327377,8.97231549558759,
2303,200,3,83.4,31.6,3.0,1e-08,100.0,25,0.45,0.55,False,900.0,2,0.0,0.0,64.43642973326249,vittima non trovata entro 15 minuti
2398,200,3,83.4,31.6,3.0,1e-06,100.0,120,0.45,0.55,True,119.30000000000001,3,nan,nan,5.682541105258911,
2397,200,3,83.4,31.6,3.0,1e-06,100.0,120,0.35,0.45,True,119.10000000000001,3,nan,nan,5.797477649055903,
2381,200,3,83.4,31.6,3.0,1e-06,100.0,25,center,center,True,313.8,3,161.4255642301485,12.705336053412696,8.829417276508437,
2386,200,3,83.4,31.6,3.0,1e-06,100.0,50,center,center,True,292.40000000000003,3,182.07305145611244,13.493444758700887,10.849756760377542,
2399,200,3,83.4,31.6,3.0,1e-06,100.0,120,0.60,0.45,True,121.4,3,nan,nan,8.907233949270744,
2400,200,3,83.4,31.6,3.0,1e-06,100.0,120,0.60,0.58,True,123.80000000000001,3,nan,nan,6.701580437206521,
2387,200,3,83.4,31.6,3.0,1e-06,100.0,50,0.35,0.45,True,278.40000000000003,3,185.49430302630893,13.619629327786749,15.591299309942915,
2388,200,3,83.4,31.6,3.0,1e-06,100.0,50,0.45,0.55,True,285.0,3,73.88857052414673,8.595846120315715,12.543597670633913,
2389,200,3,83.4,31.6,3.0,1e-06,100.0,50,0.60,0.45,True,294.40000000000003,3,195.15605872464025,13.96982672493257,12.683364998702823,
2394,200,3,83.4,31.6,3.0,1e-06,100.0,80,0.60,0.45,True,269.90000000000003,3,292.2721902312065,17.095969999716498,13.722922364164289,
2390,200,3,83.4,31.6,3.0,1e-06,100.0,50,0.60,0.58,True,316.20000000000005,3,185.6775999950746,13.62635681299571,15.068980318447146,
2410,200,3,83.4,31.6,5.0,1e-08,50.0,50,0.60,0.58,True,148.8,3,0.0,0.0,64.43642973326249,
2383,200,3,83.4,31.6,3.0,1e-06,100.0,25,0.45,0.55,True,615.2,3,176.4588638142692,13.283781984595697,10.256055281789335,
2343,200,3,83.4,31.6,3.0,1e-07,100.0,25,0.45,0.55,False,900.0,2,4093.49821794524,63.9804518423029,41.335110210919,vittima non trovata entro 15 minuti
2406,200,3,83.4,31.6,5.0,1e-08,50.0,50,center,center,True,328.1,3,0.0,0.0,64.43642973326249,
2348,200,3,83.4,31.6,3.0,1e-07,100.0,50,0.45,0.55,False,900.0,2,2.413363568945824e-08,0.0001553500424507771,12.64180329941566,vittima non trovata entro 15 minuti
2418,200,3,83.4,31.6,5.0,1e-08,50.0,120,0.45,0.55,True,150.0,3,0.0,0.0,64.43642973326249,
2405,200,3,83.4,31.6,5.0,1e-08,50.0,25,0.60,0.58,True,476.40000000000003,3,0.0,0.0,64.43642973326249,
2374,200,3,83.4,31.6,3.0,1e-06,50.0,80,0.60,0.45,False,900.0,2,54.25355301907029,7.365701122029748,4.804113715746138,vittima non trovata entro 15 minuti
2408,200,3,83.4,31.6,5.0,1e-08,50.0,50,0.45,0.55,True,480.3,3,0.0,0.0,64.43642973326249,
2416,200,3,83.4,31.6,5.0,1e-08,50.0,120,center,center,True,327.8,3,0.0,0.0,64.43642973326249,
2411,200,3,83.4,31.6,5.0,1e-08,50.0,80,center,center,True,491.8,3,0.0,0.0,64.43642973326249,
2364,200,3,83.4,31.6,3.0,1e-06,50.0,25,0.60,0.45,False,900.0,2,176.39320528395467,13.28131037525871,12.611644737150288,vittima non trovata entro 15 minuti
2365,200,3,83.4,31.6,3.0,1e-06,50.0,25,0.60,0.58,False,900.0,1,7719.821195933267,87.8625130299223,87.61575845769586,vittima non trovata entro 15 minuti
2366,200,3,83.4,31.6,3.0,1e-06,50.0,50,center,center,False,900.0,2,489.16733382581367,22.11712761245939,21.647404901053648,vittima non trovata entro 15 minuti
2367,200,3,83.4,31.6,3.0,1e-06,50.0,50,0.35,0.45,False,900.0,2,nan,nan,3.9932736929730934,vittima non trovata entro 15 minuti
2368,200,3,83.4,31.6,3.0,1e-06,50.0,50,0.45,0.55,False,900.0,2,nan,nan,5.219915652274678,vittima non trovata entro 15 minuti
2371,200,3,83.4,31.6,3.0,1e-06,50.0,80,center,center,False,900.0,2,nan,nan,4.463700298382733,vittima non trovata entro 15 minuti
2369,200,3,83.4,31.6,3.0,1e-06,50.0,50,0.60,0.45,False,900.0,2,240.5107783423003,15.508409923080455,11.97518577046338,vittima non trovata entro 15 minuti
2420,200,3,83.4,31.6,5.0,1e-08,50.0,120,0.60,0.58,True,152.3,3,0.0,0.0,64.43642973326249,
2370,200,3,83.4,31.6,3.0,1e-06,50.0,50,0.60,0.58,False,900.0,1,5171.885909299758,71.91582516595189,70.56818099295523,vittima non trovata entro 15 minuti
2413,200,3,83.4,31.6,5.0,1e-08,50.0,80,0.45,0.55,True,486.6,3,0.0,0.0,64.43642973326249,
2419,200,3,83.4,31.6,5.0,1e-08,50.0,120,0.60,0.45,True,228.8,3,0.0,0.0,64.43642973326249,
2375,200,3,83.4,31.6,3.0,1e-06,50.0,80,0.60,0.58,False,900.0,2,nan,nan,4.796028597815532,vittima non trovata entro 15 minuti
2409,200,3,83.4,31.6,5.0,1e-08,50.0,50,0.60,0.45,True,591.5,3,0.0,0.0,64.43642973326249,
2382,200,3,83.4,31.6,3.0,1e-06,100.0,25,0.35,0.45,False,900.0,1,nan,nan,5.154330635225017,vittima non trovata entro 15 minuti
2412,200,3,83.4,31.6,5.0,1e-08,50.0,80,0.35,0.45,True,593.2,3,0.0,0.0,64.43642973326249,
2415,200,3,83.4,31.6,5.0,1e-08,50.0,80,0.60,0.58,True,524.3000000000001,3,0.0,0.0,64.43642973326249,
2384,200,3,83.4,31.6,3.0,1e-06,100.0,25,0.60,0.45,False,900.0,2,166.19846549540603,12.891798380963225,11.559670924990497,vittima non trovata entro 15 minuti
2385,200,3,83.4,31.6,3.0,1e-06,100.0,25,0.60,0.58,False,900.0,1,nan,nan,4.942850952469664,vittima non trovata entro 15 minuti
2407,200,3,83.4,31.6,5.0,1e-08,50.0,50,0.35,0.45,True,651.9000000000001,3,0.0,0.0,64.43642973326249,
2401,200,3,83.4,31.6,5.0,1e-08,50.0,25,center,center,True,719.4000000000001,3,0.0,0.0,64.43642973326249,
2403,200,3,83.4,31.6,5.0,1e-08,50.0,25,0.45,0.55,True,706.9000000000001,3,0.0,0.0,64.43642973326249,
2402,200,3,83.4,31.6,5.0,1e-08,50.0,25,0.35,0.45,True,750.3000000000001,3,0.0,0.0,64.43642973326249,
2430,200,3,83.4,31.6,5.0,1e-08,100.0,50,0.60,0.58,True,148.8,3,0.0,0.0,64.43642973326249,
2417,200,3,83.4,31.6,5.0,1e-08,50.0,120,0.35,0.45,True,397.0,3,0.0,0.0,64.43642973326249,
2438,200,3,83.4,31.6,5.0,1e-08,100.0,120,0.45,0.55,True,150.0,3,0.0,0.0,64.43642973326249,
2440,200,3,83.4,31.6,5.0,1e-08,100.0,120,0.60,0.58,True,152.3,3,0.0,0.0,64.43642973326249,
2396,200,3,83.4,31.6,3.0,1e-06,100.0,120,center,center,False,900.0,2,nan,nan,5.512794649392589,vittima non trovata entro 15 minuti
2442,200,3,83.4,31.6,5.0,1e-07,50.0,25,0.35,0.45,True,180.20000000000002,3,461.3576417406534,21.479237457150415,22.536067973319646,
2404,200,3,83.4,31.6,5.0,1e-08,50.0,25,0.60,0.45,True,868.5,3,0.0,0.0,64.43642973326249,
2414,200,3,83.4,31.6,5.0,1e-08,50.0,80,0.60,0.45,True,761.0,3,0.0,0.0,64.43642973326249,
2439,200,3,83.4,31.6,5.0,1e-08,100.0,120,0.60,0.45,True,228.8,3,0.0,0.0,64.43642973326249,
2447,200,3,83.4,31.6,5.0,1e-07,50.0,50,0.35,0.45,True,161.4,3,1.4829883321545067e-08,0.0001217780083658173,14.60287133976863,
2445,200,3,83.4,31.6,5.0,1e-07,50.0,25,0.60,0.58,True,184.3,3,420.5121306973788,20.50639243497936,20.55870651411118,
2444,200,3,83.4,31.6,5.0,1e-07,50.0,25,0.60,0.45,True,199.10000000000002,3,155.32559868957983,12.462969096069356,13.153712167722144,
2441,200,3,83.4,31.6,5.0,1e-07,50.0,25,center,center,True,229.0,3,10.46671205160152,3.2352298297959483,15.662805617224187,
2426,200,3,83.4,31.6,5.0,1e-08,100.0,50,center,center,True,328.1,3,0.0,0.0,64.43642973326249,
2451,200,3,83.4,31.6,5.0,1e-07,50.0,80,center,center,True,142.4,3,0.0038624548716567546,0.06214865140658126,16.569917167750354,
2450,200,3,83.4,31.6,5.0,1e-07,50.0,50,0.60,0.58,True,171.60000000000002,3,975.2895509827923,31.22962617424026,23.51347244952659,
2436,200,3,83.4,31.6,5.0,1e-08,100.0,120,center,center,True,327.8,3,0.0,0.0,64.43642973326249,
2449,200,3,83.4,31.6,5.0,1e-07,50.0,50,0.60,0.45,True,181.4,3,268.9796327290361,16.40059854788953,18.15169708041082,
2446,200,3,83.4,31.6,5.0,1e-07,50.0,50,center,center,True,242.60000000000002,3,17.322504029244463,4.16203123837922,16.53843238768616,
2452,200,3,83.4,31.6,5.0,1e-07,50.0,80,0.35,0.45,True,139.6,3,0.005624927667720454,0.0749995177832528,19.112787940627747,
2453,200,3,83.4,31.6,5.0,1e-07,50.0,80,0.45,0.55,True,119.10000000000001,3,5.981178355703997e-06,0.002445644773000363,13.54813998543544,
2455,200,3,83.4,31.6,5.0,1e-07,50.0,80,0.60,0.58,True,122.5,3,0.005319398624138873,0.07293420750333052,14.194186750790461,
2458,200,3,83.4,31.6,5.0,1e-07,50.0,120,0.45,0.55,True,116.9,3,5.96601326716532e-06,0.002442542377762425,12.597352853989198,
2437,200,3,83.4,31.6,5.0,1e-08,100.0,120,0.35,0.45,True,397.0,3,0.0,0.0,64.43642973326249,
2443,200,3,83.4,31.6,5.0,1e-07,50.0,25,0.45,0.55,True,323.3,3,571.1217339653274,23.89815335889632,23.402592787450995,
2457,200,3,83.4,31.6,5.0,1e-07,50.0,120,0.35,0.45,True,144.20000000000002,3,0.00022160693788627567,0.014886468281169837,15.725612472485043,
2456,200,3,83.4,31.6,5.0,1e-07,50.0,120,center,center,True,157.0,3,0.00015568736380352285,0.012477474255774798,13.787738870865104,
2454,200,3,83.4,31.6,5.0,1e-07,50.0,80,0.60,0.45,True,164.70000000000002,3,4.079806618787534e-07,0.0006387336392258932,16.9905587083349,
2459,200,3,83.4,31.6,5.0,1e-07,50.0,120,0.60,0.45,True,137.4,3,0.0025536359160566926,0.050533512801473564,17.8755093969788,
2460,200,3,83.4,31.6,5.0,1e-07,50.0,120,0.60,0.58,True,144.1,3,2.5039528735211255e-09,5.003951312234288e-05,18.39252129135792,
2425,200,3,83.4,31.6,5.0,1e-08,100.0,25,0.60,0.58,True,476.40000000000003,3,0.0,0.0,64.43642973326249,
2448,200,3,83.4,31.6,5.0,1e-07,50.0,50,0.45,0.55,True,331.90000000000003,3,68.2395747715014,8.260724833300126,20.172288920152532,
2466,200,3,83.4,31.6,5.0,1e-07,100.0,50,center,center,True,145.4,3,549.4067603704208,23.439427475312208,20.13930810826119,
2428,200,3,83.4,31.6,5.0,1e-08,100.0,50,0.45,0.55,True,480.3,3,0.0,0.0,64.43642973326249,
2467,200,3,83.4,31.6,5.0,1e-07,100.0,50,0.35,0.45,True,137.1,3,3.588302647244697e-07,0.0005990244274856158,10.017005888455635,
2433,200,3,83.4,31.6,5.0,1e-08,100.0,80,0.45,0.55,True,486.6,3,0.0,0.0,64.43642973326249,
2431,200,3,83.4,31.6,5.0,1e-08,100.0,80,center,center,True,491.8,3,0.0,0.0,64.43642973326249,
2472,200,3,83.4,31.6,5.0,1e-07,100.0,80,0.35,0.45,True,117.5,3,0.0036083384513801156,0.06006944690423007,8.310027292493553,
2471,200,3,83.4,31.6,5.0,1e-07,100.0,80,center,center,True,139.1,3,2.818600177318591e-09,5.309049046033188e-05,9.54421437505846,
2462,200,3,83.4,31.6,5.0,1e-07,100.0,25,0.35,0.45,True,224.4,3,13.971295382398836,3.7378196027094237,6.438591976564034,
2476,200,3,83.4,31.6,5.0,1e-07,100.0,120,center,center,True,117.10000000000001,3,1.2781786122377341e-08,0.00011305656160691135,10.912447672457057,
2435,200,3,83.4,31.6,5.0,1e-08,100.0,80,0.60,0.58,True,524.3000000000001,3,0.0,0.0,64.43642973326249,
2477,200,3,83.4,31.6,5.0,1e-07,100.0,120,0.35,0.45,True,117.0,3,3.9004900587695644e-08,0.00019749658373677161,9.488449275618915,
2473,200,3,83.4,31.6,5.0,1e-07,100.0,80,0.45,0.55,True,142.70000000000002,3,0.003880256019870564,0.06229170105134844,12.056152469662667,
2465,200,3,83.4,31.6,5.0,1e-07,100.0,25,0.60,0.58,True,213.0,3,26.38172561989225,5.136314400413223,5.965094126830704,
2469,200,3,83.4,31.6,5.0,1e-07,100.0,50,0.60,0.45,True,188.10000000000002,3,0.7536773812589677,0.8681459446769119,23.64079802822938,
2429,200,3,83.4,31.6,5.0,1e-08,100.0,50,0.60,0.45,True,591.5,3,0.0,0.0,64.43642973326249,
2474,200,3,83.4,31.6,5.0,1e-07,100.0,80,0.60,0.45,True,149.9,3,8.268790166346588e-08,0.0002875550411025094,11.285960578550824,
2479,200,3,83.4,31.6,5.0,1e-07,100.0,120,0.60,0.45,True,117.5,3,3.456850213929087e-08,0.00018592606632554477,11.546702578535928,
2475,200,3,83.4,31.6,5.0,1e-07,100.0,80,0.60,0.58,True,152.9,3,2.9624394905744392e-08,0.0001721173869942964,12.685631348020413,
