run_id,area_size_m,n_drones,victim_x_m,victim_y_m,victim_depth_m,artva_noise_std,noise_detect_factor,comm_radius_m,workspace_frac_r,workspace_frac_c,found,time_found_s,n_drones_stopped,pos_variance_m2,pos_std_m,est_error_2d_m,note
1091,100,4,62.6,14.1,1.0,1e-08,50.0,80,center,center,True,25.1,3,0.1940666029354126,0.4405299115104587,34.4506876312236,
1093,100,4,62.6,14.1,1.0,1e-08,50.0,80,0.45,0.55,True,24.900000000000002,3,0.19413253252521598,0.4406047350235991,34.34798098872158,
1094,100,4,62.6,14.1,1.0,1e-08,50.0,80,0.60,0.45,True,24.900000000000002,3,0.15803487121515164,0.3975359998983132,33.95493978046735,
1078,100,4,39.5,15.0,5.0,1e-06,100.0,120,0.45,0.55,True,50.800000000000004,3,2.8784406794129177e-06,0.0016965967934111268,5.984942302364079,
1095,100,4,62.6,14.1,1.0,1e-08,50.0,80,0.60,0.58,True,25.0,3,0.19333140192365814,0.4396946689734345,34.25966511765762,
1080,100,4,39.5,15.0,5.0,1e-06,100.0,120,0.60,0.58,True,50.2,3,6.369053305554694e-07,0.0007980634877974743,5.550530184828161,
1096,100,4,62.6,14.1,1.0,1e-08,50.0,120,center,center,True,25.1,3,0.1940666029354126,0.4405299115104587,34.4506876312236,
1097,100,4,62.6,14.1,1.0,1e-08,50.0,120,0.35,0.45,True,24.900000000000002,3,0.19390478979496006,0.4403462158290452,34.30364939290374,
1098,100,4,62.6,14.1,1.0,1e-08,50.0,120,0.45,0.55,True,24.900000000000002,3,0.19413253252521598,0.4406047350235991,34.34798098872158,
1099,100,4,62.6,14.1,1.0,1e-08,50.0,120,0.60,0.45,True,24.900000000000002,3,0.15803487121515164,0.3975359998983132,33.95493978046735,
1100,100,4,62.6,14.1,1.0,1e-08,50.0,120,0.60,0.58,True,25.0,3,0.19333140192365814,0.4396946689734345,34.25966511765762,
1101,100,4,62.6,14.1,1.0,1e-08,100.0,25,center,center,True,25.1,3,0.1940666029354126,0.4405299115104587,34.4506876312236,
1102,100,4,62.6,14.1,1.0,1e-08,100.0,25,0.35,0.45,True,24.900000000000002,3,0.19390478979496006,0.4403462158290452,34.30364939290374,
1104,100,4,62.6,14.1,1.0,1e-08,100.0,25,0.60,0.45,True,24.900000000000002,3,0.15803487121515164,0.3975359998983132,33.95493978046735,
1105,100,4,62.6,14.1,1.0,1e-08,100.0,25,0.60,0.58,True,25.0,3,0.19333140192365814,0.4396946689734345,34.25966511765762,
1103,100,4,62.6,14.1,1.0,1e-08,100.0,25,0.45,0.55,True,24.900000000000002,3,0.19413253252521598,0.4406047350235991,34.34798098872158,
1106,100,4,62.6,14.1,1.0,1e-08,100.0,50,center,center,True,25.1,3,0.1940666029354126,0.4405299115104587,34.4506876312236,
1107,100,4,62.6,14.1,1.0,1e-08,100.0,50,0.35,0.45,True,24.900000000000002,3,0.19390478979496006,0.4403462158290452,34.30364939290374,
1108,100,4,62.6,14.1,1.0,1e-08,100.0,50,0.45,0.55,True,24.900000000000002,3,0.19413253252521598,0.4406047350235991,34.34798098872158,
1110,100,4,62.6,14.1,1.0,1e-08,100.0,50,0.60,0.58,True,25.0,3,0.19333140192365814,0.4396946689734345,34.25966511765762,
1109,100,4,62.6,14.1,1.0,1e-08,100.0,50,0.60,0.45,True,24.900000000000002,3,0.15803487121515164,0.3975359998983132,33.95493978046735,
1111,100,4,62.6,14.1,1.0,1e-08,100.0,80,center,center,True,25.1,3,0.1940666029354126,0.4405299115104587,34.4506876312236,
1113,100,4,62.6,14.1,1.0,1e-08,100.0,80,0.45,0.55,True,24.900000000000002,3,0.19413253252521598,0.4406047350235991,34.34798098872158,
1112,100,4,62.6,14.1,1.0,1e-08,100.0,80,0.35,0.45,True,24.900000000000002,3,0.19390478979496006,0.4403462158290452,34.30364939290374,
1114,100,4,62.6,14.1,1.0,1e-08,100.0,80,0.60,0.45,True,24.900000000000002,3,0.15803487121515164,0.3975359998983132,33.95493978046735,
1115,100,4,62.6,14.1,1.0,1e-08,100.0,80,0.60,0.58,True,25.0,3,0.19333140192365814,0.4396946689734345,34.25966511765762,
1116,100,4,62.6,14.1,1.0,1e-08,100.0,120,center,center,True,25.1,3,0.1940666029354126,0.4405299115104587,34.4506876312236,
1117,100,4,62.6,14.1,1.0,1e-08,100.0,120,0.35,0.45,True,24.900000000000002,3,0.19390478979496006,0.4403462158290452,34.30364939290374,
1118,100,4,62.6,14.1,1.0,1e-08,100.0,120,0.45,0.55,True,24.900000000000002,3,0.19413253252521598,0.4406047350235991,34.34798098872158,
1119,100,4,62.6,14.1,1.0,1e-08,100.0,120,0.60,0.45,True,24.900000000000002,3,0.15803487121515164,0.3975359998983132,33.95493978046735,
1120,100,4,62.6,14.1,1.0,1e-08,100.0,120,0.60,0.58,True,25.0,3,0.19333140192365814,0.4396946689734345,34.25966511765762,
1121,100,4,62.6,14.1,1.0,1e-07,50.0,25,center,center,True,70.9,3,2.095660743402543,1.447639714639849,25.433499496256903,
1141,100,4,62.6,14.1,1.0,1e-07,100.0,25,center,center,True,61.400000000000006,3,0.00354429312894045,0.05953396617848041,24.019434621366056,
1126,100,4,62.6,14.1,1.0,1e-07,50.0,50,center,center,True,70.9,3,2.095660743402543,1.447639714639849,25.433499496256903,
1146,100,4,62.6,14.1,1.0,1e-07,100.0,50,center,center,True,60.7,3,1.2851793830967244e-06,0.0011336575246064062,23.557986773272546,
1143,100,4,62.6,14.1,1.0,1e-07,100.0,25,0.45,0.55,True,61.400000000000006,3,0.018757055352078715,0.13695639945646468,24.431507519060688,
1145,100,4,62.6,14.1,1.0,1e-07,100.0,25,0.60,0.58,True,61.300000000000004,3,0.012977847975527215,0.11392035803809263,25.157364600536837,
1131,100,4,62.6,14.1,1.0,1e-07,50.0,80,center,center,True,70.9,3,2.095660743402543,1.447639714639849,25.433499496256903,
1136,100,4,62.6,14.1,1.0,1e-07,50.0,120,center,center,True,70.9,3,2.095660743402543,1.447639714639849,25.433499496256903,
1151,100,4,62.6,14.1,1.0,1e-07,100.0,80,center,center,True,60.7,3,1.28821035015086e-07,0.0003589164735911212,24.477021294407805,
1122,100,4,62.6,14.1,1.0,1e-07,50.0,25,0.35,0.45,True,83.60000000000001,3,3.7414949164343754,1.9342944234098323,27.613373464043555,
1123,100,4,62.6,14.1,1.0,1e-07,50.0,25,0.45,0.55,True,83.7,3,3.6663688581350105,1.9147764512169587,27.481831180285166,
1124,100,4,62.6,14.1,1.0,1e-07,50.0,25,0.60,0.45,True,82.60000000000001,3,2.6466586849025417,1.6268554591304483,27.4859409615252,
1125,100,4,62.6,14.1,1.0,1e-07,50.0,25,0.60,0.58,True,83.80000000000001,3,4.2628520398185925,2.0646675373576717,27.891528668129506,
1128,100,4,62.6,14.1,1.0,1e-07,50.0,50,0.45,0.55,True,83.7,3,3.6663688581350105,1.9147764512169587,27.481831180285166,
1127,100,4,62.6,14.1,1.0,1e-07,50.0,50,0.35,0.45,True,83.60000000000001,3,3.7414949164343754,1.9342944234098323,27.613373464043555,
1129,100,4,62.6,14.1,1.0,1e-07,50.0,50,0.60,0.45,True,82.60000000000001,3,2.6466586849025417,1.6268554591304483,27.4859409615252,
1130,100,4,62.6,14.1,1.0,1e-07,50.0,50,0.60,0.58,True,83.80000000000001,3,4.2628520398185925,2.0646675373576717,27.891528668129506,
1132,100,4,62.6,14.1,1.0,1e-07,50.0,80,0.35,0.45,True,83.60000000000001,3,3.7414949164343754,1.9342944234098323,27.613373464043555,
1147,100,4,62.6,14.1,1.0,1e-07,100.0,50,0.35,0.45,True,74.60000000000001,3,0.0008787518498763994,0.029643748917375472,23.960936337187487,
1133,100,4,62.6,14.1,1.0,1e-07,50.0,80,0.45,0.55,True,83.7,3,3.6663688581350105,1.9147764512169587,27.481831180285166,
1135,100,4,62.6,14.1,1.0,1e-07,50.0,80,0.60,0.58,True,83.80000000000001,3,4.2628520398185925,2.0646675373576717,27.891528668129506,
1134,100,4,62.6,14.1,1.0,1e-07,50.0,80,0.60,0.45,True,82.60000000000001,3,2.6466586849025417,1.6268554591304483,27.4859409615252,
1137,100,4,62.6,14.1,1.0,1e-07,50.0,120,0.35,0.45,True,83.60000000000001,3,3.7414949164343754,1.9342944234098323,27.613373464043555,
1138,100,4,62.6,14.1,1.0,1e-07,50.0,120,0.45,0.55,True,83.7,3,3.6663688581350105,1.9147764512169587,27.481831180285166,
1150,100,4,62.6,14.1,1.0,1e-07,100.0,50,0.60,0.58,True,77.5,3,0.02093518285443745,0.1446899542277813,25.224303947712308,
1139,100,4,62.6,14.1,1.0,1e-07,50.0,120,0.60,0.45,True,82.60000000000001,3,2.6466586849025417,1.6268554591304483,27.4859409615252,
1152,100,4,62.6,14.1,1.0,1e-07,100.0,80,0.35,0.45,True,75.10000000000001,3,0.00033811799109372356,0.018387984965561713,24.14512340989762,
1140,100,4,62.6,14.1,1.0,1e-07,50.0,120,0.60,0.58,True,83.80000000000001,3,4.2628520398185925,2.0646675373576717,27.891528668129506,
1148,100,4,62.6,14.1,1.0,1e-07,100.0,50,0.45,0.55,True,85.5,3,0.0027435747608102867,0.05237914433064258,26.904977732132128,
1142,100,4,62.6,14.1,1.0,1e-07,100.0,25,0.35,0.45,True,89.30000000000001,3,0.014860926917933124,0.12190540151253809,25.54227712514789,
1149,100,4,62.6,14.1,1.0,1e-07,100.0,50,0.60,0.45,True,87.9,3,0.0023658668374262086,0.04864017719361442,27.116932416455274,
1144,100,4,62.6,14.1,1.0,1e-07,100.0,25,0.60,0.45,True,91.2,3,0.016248957576368392,0.12747139905236937,27.42563132235399,
1153,100,4,62.6,14.1,1.0,1e-07,100.0,80,0.45,0.55,True,61.300000000000004,3,0.00032193093522054776,0.0179424339268826,25.249592752025713,
1157,100,4,62.6,14.1,1.0,1e-07,100.0,120,0.35,0.45,True,59.7,3,9.304565747960193e-05,0.009646017700564412,24.51443811283721,
1156,100,4,62.6,14.1,1.0,1e-07,100.0,120,center,center,True,60.900000000000006,3,2.2059547842976567e-06,0.0014852456982929311,23.612063891685303,
1155,100,4,62.6,14.1,1.0,1e-07,100.0,80,0.60,0.58,True,61.7,3,0.02193970627802639,0.14812058019744045,26.55236899141398,
1160,100,4,62.6,14.1,1.0,1e-07,100.0,120,0.60,0.58,True,61.0,3,0.028371354836058554,0.16843798513416905,25.603243927263758,
1154,100,4,62.6,14.1,1.0,1e-07,100.0,80,0.60,0.45,True,81.7,3,0.001751250595151412,0.041847946128232054,25.780176792212465,
1158,100,4,62.6,14.1,1.0,1e-07,100.0,120,0.45,0.55,True,75.9,3,4.1738317060292686e-06,0.002042995767501555,25.812420156331264,
1159,100,4,62.6,14.1,1.0,1e-07,100.0,120,0.60,0.45,True,83.10000000000001,3,0.021632147272043073,0.14707871114489368,25.615617777327962,
1176,100,4,62.6,14.1,1.0,1e-06,50.0,120,center,center,True,80.5,3,4.347525928967356e-06,0.002085072163971155,14.906920132427715,
1177,100,4,62.6,14.1,1.0,1e-06,50.0,120,0.35,0.45,True,79.2,3,0.0001572280399482394,0.012539060568808151,14.263044576842475,
1178,100,4,62.6,14.1,1.0,1e-06,50.0,120,0.45,0.55,True,80.7,3,0.002886440747579774,0.053725606069915804,14.440260068206047,
1179,100,4,62.6,14.1,1.0,1e-06,50.0,120,0.60,0.45,True,80.10000000000001,3,0.004391310070539407,0.06626696062548369,16.257918612302888,
1180,100,4,62.6,14.1,1.0,1e-06,50.0,120,0.60,0.58,True,95.7,3,0.0001541404253539407,0.0124153302555325,14.76398346684906,
1196,100,4,62.6,14.1,1.0,1e-06,100.0,120,center,center,True,69.2,3,9.690073624848976e-05,0.009843817158424356,13.355186668123201,
1197,100,4,62.6,14.1,1.0,1e-06,100.0,120,0.35,0.45,True,68.3,3,6.118011926655721e-06,0.0024734615272236846,13.207934678243761,
1198,100,4,62.6,14.1,1.0,1e-06,100.0,120,0.45,0.55,True,69.8,3,0.00011497080223003397,0.010722443855298752,12.721021107873877,
1184,100,4,62.6,14.1,1.0,1e-06,100.0,25,0.60,0.45,True,214.0,3,153.74073129073133,12.3992230115734,12.448098684414195,
1199,100,4,62.6,14.1,1.0,1e-06,100.0,120,0.60,0.45,True,69.9,3,5.805665738077768e-05,0.007619491937181749,14.767512837080123,
1201,100,4,62.6,14.1,3.0,1e-08,50.0,25,center,center,True,25.0,3,0.19341497580890965,0.4397896949780766,34.421979036355395,
1202,100,4,62.6,14.1,3.0,1e-08,50.0,25,0.35,0.45,True,24.900000000000002,3,0.19390479257948065,0.4403462189907853,34.303637875308375,
1203,100,4,62.6,14.1,3.0,1e-08,50.0,25,0.45,0.55,True,24.900000000000002,3,0.19413266631094056,0.44060488684414356,34.328859005566194,
1200,100,4,62.6,14.1,1.0,1e-06,100.0,120,0.60,0.58,True,69.5,3,6.792110378019902e-07,0.0008241426076850961,13.617541108527202,
1204,100,4,62.6,14.1,3.0,1e-08,50.0,25,0.60,0.45,True,24.900000000000002,3,0.1686923087154987,0.41072169253096275,33.899593113694145,
1205,100,4,62.6,14.1,3.0,1e-08,50.0,25,0.60,0.58,True,24.900000000000002,3,0.19334407554242306,0.43970908057762814,34.326778013807946,
1206,100,4,62.6,14.1,3.0,1e-08,50.0,50,center,center,True,25.0,3,0.19341497580890965,0.4397896949780766,34.421979036355395,
1207,100,4,62.6,14.1,3.0,1e-08,50.0,50,0.35,0.45,True,24.900000000000002,3,0.19390479257948065,0.4403462189907853,34.303637875308375,
1181,100,4,62.6,14.1,1.0,1e-06,100.0,25,center,center,True,326.6,3,232.70639308433863,15.25471707650911,13.419933150308736,
1208,100,4,62.6,14.1,3.0,1e-08,50.0,50,0.45,0.55,True,24.900000000000002,3,0.19413266631094056,0.44060488684414356,34.328859005566194,
1209,100,4,62.6,14.1,3.0,1e-08,50.0,50,0.60,0.45,True,24.900000000000002,3,0.1686923087154987,0.41072169253096275,33.899593113694145,
1210,100,4,62.6,14.1,3.0,1e-08,50.0,50,0.60,0.58,True,24.900000000000002,3,0.19334407554242306,0.43970908057762814,34.326778013807946,
1211,100,4,62.6,14.1,3.0,1e-08,50.0,80,center,center,True,25.0,3,0.19341497580890965,0.4397896949780766,34.421979036355395,
1212,100,4,62.6,14.1,3.0,1e-08,50.0,80,0.35,0.45,True,24.900000000000002,3,0.19390479257948065,0.4403462189907853,34.303637875308375,
1213,100,4,62.6,14.1,3.0,1e-08,50.0,80,0.45,0.55,True,24.900000000000002,3,0.19413266631094056,0.44060488684414356,34.328859005566194,
1214,100,4,62.6,14.1,3.0,1e-08,50.0,80,0.60,0.45,True,24.900000000000002,3,0.1686923087154987,0.41072169253096275,33.899593113694145,
1215,100,4,62.6,14.1,3.0,1e-08,50.0,80,0.60,0.58,True,24.900000000000002,3,0.19334407554242306,0.43970908057762814,34.326778013807946,
1216,100,4,62.6,14.1,3.0,1e-08,50.0,120,center,center,True,25.0,3,0.19341497580890965,0.4397896949780766,34.421979036355395,
1217,100,4,62.6,14.1,3.0,1e-08,50.0,120,0.35,0.45,True,24.900000000000002,3,0.19390479257948065,0.4403462189907853,34.303637875308375,
1218,100,4,62.6,14.1,3.0,1e-08,50.0,120,0.45,0.55,True,24.900000000000002,3,0.19413266631094056,0.44060488684414356,34.328859005566194,
1161,100,4,62.6,14.1,1.0,1e-06,50.0,25,center,center,True,402.70000000000005,3,34.52306275290556,5.8756329661497375,15.846581655413829,
1219,100,4,62.6,14.1,3.0,1e-08,50.0,120,0.60,0.45,True,24.900000000000002,3,0.1686923087154987,0.41072169253096275,33.899593113694145,
1220,100,4,62.6,14.1,3.0,1e-08,50.0,120,0.60,0.58,True,24.900000000000002,3,0.19334407554242306,0.43970908057762814,34.326778013807946,
1221,100,4,62.6,14.1,3.0,1e-08,100.0,25,center,center,True,25.0,3,0.19341497580890965,0.4397896949780766,34.421979036355395,
1222,100,4,62.6,14.1,3.0,1e-08,100.0,25,0.35,0.45,True,24.900000000000002,3,0.19390479257948065,0.4403462189907853,34.303637875308375,
1223,100,4,62.6,14.1,3.0,1e-08,100.0,25,0.45,0.55,True,24.900000000000002,3,0.19413266631094056,0.44060488684414356,34.328859005566194,
1224,100,4,62.6,14.1,3.0,1e-08,100.0,25,0.60,0.45,True,24.900000000000002,3,0.1686923087154987,0.41072169253096275,33.899593113694145,
1225,100,4,62.6,14.1,3.0,1e-08,100.0,25,0.60,0.58,True,24.900000000000002,3,0.19334407554242306,0.43970908057762814,34.326778013807946,
1226,100,4,62.6,14.1,3.0,1e-08,100.0,50,center,center,True,25.0,3,0.19341497580890965,0.4397896949780766,34.421979036355395,
1227,100,4,62.6,14.1,3.0,1e-08,100.0,50,0.35,0.45,True,24.900000000000002,3,0.19390479257948065,0.4403462189907853,34.303637875308375,
1228,100,4,62.6,14.1,3.0,1e-08,100.0,50,0.45,0.55,True,24.900000000000002,3,0.19413266631094056,0.44060488684414356,34.328859005566194,
1229,100,4,62.6,14.1,3.0,1e-08,100.0,50,0.60,0.45,True,24.900000000000002,3,0.1686923087154987,0.41072169253096275,33.899593113694145,
1230,100,4,62.6,14.1,3.0,1e-08,100.0,50,0.60,0.58,True,24.900000000000002,3,0.19334407554242306,0.43970908057762814,34.326778013807946,
1231,100,4,62.6,14.1,3.0,1e-08,100.0,80,center,center,True,25.0,3,0.19341497580890965,0.4397896949780766,34.421979036355395,
1232,100,4,62.6,14.1,3.0,1e-08,100.0,80,0.35,0.45,True,24.900000000000002,3,0.19390479257948065,0.4403462189907853,34.303637875308375,
1233,100,4,62.6,14.1,3.0,1e-08,100.0,80,0.45,0.55,True,24.900000000000002,3,0.19413266631094056,0.44060488684414356,34.328859005566194,
1234,100,4,62.6,14.1,3.0,1e-08,100.0,80,0.60,0.45,True,24.900000000000002,3,0.1686923087154987,0.41072169253096275,33.899593113694145,
1235,100,4,62.6,14.1,3.0,1e-08,100.0,80,0.60,0.58,True,24.900000000000002,3,0.19334407554242306,0.43970908057762814,34.326778013807946,
1236,100,4,62.6,14.1,3.0,1e-08,100.0,120,center,center,True,25.0,3,0.19341497580890965,0.4397896949780766,34.421979036355395,
1237,100,4,62.6,14.1,3.0,1e-08,100.0,120,0.35,0.45,True,24.900000000000002,3,0.19390479257948065,0.4403462189907853,34.303637875308375,
1238,100,4,62.6,14.1,3.0,1e-08,100.0,120,0.45,0.55,True,24.900000000000002,3,0.19413266631094056,0.44060488684414356,34.328859005566194,
1239,100,4,62.6,14.1,3.0,1e-08,100.0,120,0.60,0.45,True,24.900000000000002,3,0.1686923087154987,0.41072169253096275,33.899593113694145,
1240,100,4,62.6,14.1,3.0,1e-08,100.0,120,0.60,0.58,True,24.900000000000002,3,0.19334407554242306,0.43970908057762814,34.326778013807946,
1241,100,4,62.6,14.1,3.0,1e-07,50.0,25,center,center,True,84.0,3,2.262722070107402,1.5042347124393194,25.354313683355453,
1242,100,4,62.6,14.1,3.0,1e-07,50.0,25,0.35,0.45,True,83.5,3,4.787182045501695,2.1879629899753095,27.61940950515372,
1243,100,4,62.6,14.1,3.0,1e-07,50.0,25,0.45,0.55,True,84.4,3,4.2093790217855975,2.051677124156137,27.52805936193966,
1244,100,4,62.6,14.1,3.0,1e-07,50.0,25,0.60,0.45,True,82.5,3,2.6391951912416474,1.6245599992741564,27.401302962665874,
1245,100,4,62.6,14.1,3.0,1e-07,50.0,25,0.60,0.58,True,83.7,3,4.711150758299387,2.1705185459468868,27.723458468696073,
1246,100,4,62.6,14.1,3.0,1e-07,50.0,50,center,center,True,83.9,3,2.262722070107402,1.5042347124393194,25.354313683355453,
1247,100,4,62.6,14.1,3.0,1e-07,50.0,50,0.35,0.45,True,83.5,3,4.787182045501695,2.1879629899753095,27.61940950515372,
1248,100,4,62.6,14.1,3.0,1e-07,50.0,50,0.45,0.55,True,84.4,3,4.2093790217855975,2.051677124156137,27.52805936193966,
1249,100,4,62.6,14.1,3.0,1e-07,50.0,50,0.60,0.45,True,82.5,3,2.6391951912416474,1.6245599992741564,27.401302962665874,
1250,100,4,62.6,14.1,3.0,1e-07,50.0,50,0.60,0.58,True,83.7,3,4.711150758299387,2.1705185459468868,27.723458468696073,
1251,100,4,62.6,14.1,3.0,1e-07,50.0,80,center,center,True,83.9,3,2.262722070107402,1.5042347124393194,25.354313683355453,
1252,100,4,62.6,14.1,3.0,1e-07,50.0,80,0.35,0.45,True,83.5,3,4.787182045501695,2.1879629899753095,27.61940950515372,
1254,100,4,62.6,14.1,3.0,1e-07,50.0,80,0.60,0.45,True,82.5,3,2.6391951912416474,1.6245599992741564,27.401302962665874,
1253,100,4,62.6,14.1,3.0,1e-07,50.0,80,0.45,0.55,True,84.4,3,4.2093790217855975,2.051677124156137,27.52805936193966,
1255,100,4,62.6,14.1,3.0,1e-07,50.0,80,0.60,0.58,True,83.7,3,4.711150758299387,2.1705185459468868,27.723458468696073,
1256,100,4,62.6,14.1,3.0,1e-07,50.0,120,center,center,True,83.9,3,2.262722070107402,1.5042347124393194,25.354313683355453,
1257,100,4,62.6,14.1,3.0,1e-07,50.0,120,0.35,0.45,True,83.5,3,4.787182045501695,2.1879629899753095,27.61940950515372,
1258,100,4,62.6,14.1,3.0,1e-07,50.0,120,0.45,0.55,True,84.4,3,4.2093790217855975,2.051677124156137,27.52805936193966,
1259,100,4,62.6,14.1,3.0,1e-07,50.0,120,0.60,0.45,True,82.5,3,2.6391951912416474,1.6245599992741564,27.401302962665874,
1260,100,4,62.6,14.1,3.0,1e-07,50.0,120,0.60,0.58,True,83.7,3,4.711150758299387,2.1705185459468868,27.723458468696073,
1166,100,4,62.6,14.1,1.0,1e-06,50.0,50,center,center,False,900.0,2,2.673034883790184e-06,0.0016349418594525569,15.279207856379617,vittima non trovata entro 15 minuti
1164,100,4,62.6,14.1,1.0,1e-06,50.0,25,0.60,0.45,False,900.0,2,0.00018099195395976928,0.013453325015020237,14.291258436241039,vittima non trovata entro 15 minuti
1169,100,4,62.6,14.1,1.0,1e-06,50.0,50,0.60,0.45,False,900.0,2,1.0004880520594213e-06,0.0010002439962626226,15.877293303717098,vittima non trovata entro 15 minuti
1171,100,4,62.6,14.1,1.0,1e-06,50.0,80,center,center,False,900.0,2,4.921239771992875e-06,0.0022183867498686686,14.386110315198621,vittima non trovata entro 15 minuti
1173,100,4,62.6,14.1,1.0,1e-06,50.0,80,0.45,0.55,False,900.0,2,0.0028235432562879305,0.053137023404476944,14.405818860249045,vittima non trovata entro 15 minuti
1167,100,4,62.6,14.1,1.0,1e-06,50.0,50,0.35,0.45,False,900.0,2,0.0001202668904417607,0.010966626210542634,14.22441279709871,vittima non trovata entro 15 minuti
1170,100,4,62.6,14.1,1.0,1e-06,50.0,50,0.60,0.58,False,900.0,2,0.005605184573562927,0.07486778061064003,16.69013366398601,vittima non trovata entro 15 minuti
1162,100,4,62.6,14.1,1.0,1e-06,50.0,25,0.35,0.45,False,900.0,2,0.00015538027183862338,0.012465162327006552,14.609989108176038,vittima non trovata entro 15 minuti
1163,100,4,62.6,14.1,1.0,1e-06,50.0,25,0.45,0.55,False,900.0,2,0.0002572208328249065,0.01603810564951193,14.736081317136396,vittima non trovata entro 15 minuti
1168,100,4,62.6,14.1,1.0,1e-06,50.0,50,0.45,0.55,False,900.0,2,0.0001150075086742882,0.010724155382793006,14.740921739603406,vittima non trovata entro 15 minuti
1165,100,4,62.6,14.1,1.0,1e-06,50.0,25,0.60,0.58,False,900.0,2,1.2829772153984966e-08,0.00011326858414399363,15.341594301322795,vittima non trovata entro 15 minuti
1172,100,4,62.6,14.1,1.0,1e-06,50.0,80,0.35,0.45,False,900.0,2,0.0037905150408749162,0.06156715878514223,13.98083575088166,vittima non trovata entro 15 minuti
1174,100,4,62.6,14.1,1.0,1e-06,50.0,80,0.60,0.45,False,900.0,2,2.37030289701405e-07,0.00048685756613346887,21.62480487107321,vittima non trovata entro 15 minuti
1261,100,4,62.6,14.1,3.0,1e-07,100.0,25,center,center,True,74.8,3,0.00032910153994339413,0.018141155970427963,23.594110104151735,
1175,100,4,62.6,14.1,1.0,1e-06,50.0,80,0.60,0.58,False,900.0,2,0.00023598240240144737,0.015361718732011968,14.759149167122231,vittima non trovata entro 15 minuti
1183,100,4,62.6,14.1,1.0,1e-06,100.0,25,0.45,0.55,False,900.0,2,0.001774393602354456,0.042123551635094306,11.060701971495277,vittima non trovata entro 15 minuti
1263,100,4,62.6,14.1,3.0,1e-07,100.0,25,0.45,0.55,True,61.300000000000004,3,0.012342939267287491,0.11109878157427061,24.773133833421138,
1264,100,4,62.6,14.1,3.0,1e-07,100.0,25,0.60,0.45,True,61.7,3,0.022064372628172922,0.14854081132191557,26.3637101684979,
1262,100,4,62.6,14.1,3.0,1e-07,100.0,25,0.35,0.45,True,89.10000000000001,3,0.013130149314240502,0.11458686361987792,25.51738506729956,
1265,100,4,62.6,14.1,3.0,1e-07,100.0,25,0.60,0.58,True,61.5,3,0.005176302965815494,0.07194652851816753,25.54855330355818,
1182,100,4,62.6,14.1,1.0,1e-06,100.0,25,0.35,0.45,False,900.0,2,0.00013303830148902475,0.011534223055283123,12.455912484846582,vittima non trovata entro 15 minuti
1186,100,4,62.6,14.1,1.0,1e-06,100.0,50,center,center,False,900.0,2,0.0013568395941490822,0.03683530363861661,13.54209991599413,vittima non trovata entro 15 minuti
1188,100,4,62.6,14.1,1.0,1e-06,100.0,50,0.45,0.55,False,900.0,2,2.6822691737554763e-06,0.0016377634669742381,12.284896444556129,vittima non trovata entro 15 minuti
1187,100,4,62.6,14.1,1.0,1e-06,100.0,50,0.35,0.45,False,900.0,2,0.0006727102734983891,0.025936658873077487,12.734665649038702,vittima non trovata entro 15 minuti
1185,100,4,62.6,14.1,1.0,1e-06,100.0,25,0.60,0.58,False,900.0,2,0.005266833085585653,0.07257295009564964,13.28521340460786,vittima non trovata entro 15 minuti
1190,100,4,62.6,14.1,1.0,1e-06,100.0,50,0.60,0.58,False,900.0,2,8.359066107181544e-07,0.0009142792848567413,12.760626764757204,vittima non trovata entro 15 minuti
1189,100,4,62.6,14.1,1.0,1e-06,100.0,50,0.60,0.45,False,900.0,2,0.004314410496433061,0.0656841723433664,13.59535993303916,vittima non trovata entro 15 minuti
1268,100,4,62.6,14.1,3.0,1e-07,100.0,50,0.45,0.55,True,61.300000000000004,3,0.012677947314624032,0.1125963912149232,25.47950007294782,
1267,100,4,62.6,14.1,3.0,1e-07,100.0,50,0.35,0.45,True,61.0,3,0.010645621697532788,0.10317762207733219,24.24156751505212,
1266,100,4,62.6,14.1,3.0,1e-07,100.0,50,center,center,True,61.5,3,0.017307516306050395,0.13155803398519755,23.765805698694795,
1271,100,4,62.6,14.1,3.0,1e-07,100.0,80,center,center,True,62.1,3,0.028413413623987898,0.16856278837272448,25.53612071636535,
1273,100,4,62.6,14.1,3.0,1e-07,100.0,80,0.45,0.55,True,61.300000000000004,3,0.0032595110576350557,0.05709212780791285,25.26440428538875,
1191,100,4,62.6,14.1,1.0,1e-06,100.0,80,center,center,False,900.0,2,0.0022429229337607116,0.04735950732176921,13.430679404981516,vittima non trovata entro 15 minuti
1277,100,4,62.6,14.1,3.0,1e-07,100.0,120,0.35,0.45,True,59.7,3,7.118796039056691e-05,0.008437295798451474,24.60727757511919,
1192,100,4,62.6,14.1,1.0,1e-06,100.0,80,0.35,0.45,False,900.0,2,2.6374172912684676e-07,0.0005135579121451121,12.872779821835916,vittima non trovata entro 15 minuti
1276,100,4,62.6,14.1,3.0,1e-07,100.0,120,center,center,True,61.1,3,0.0018899586068998786,0.043473654170081893,23.464832374024883,
1269,100,4,62.6,14.1,3.0,1e-07,100.0,50,0.60,0.45,True,74.4,3,0.022492710883654118,0.14997570097737206,25.9469673297673,
1280,100,4,62.6,14.1,3.0,1e-07,100.0,120,0.60,0.58,True,60.900000000000006,3,0.026637368313015854,0.1632095840109148,25.5098135454564,
